s_id,s_nm,s_tenabili,s_wno,s_hh,s_pop,s_zno,s_addr,s_lat,s_lon,u_id,u_zno,u_wno,u_nm,u_addr,u_lat,u_lon,qneat_dist
S12-165-44,Sundaramurthy Street,Un-tenable,165,200,697,12,"Sundaramurthy Street, Ward 165, ALANDUR, Chennai, Tamil Nadu, India",12.9838541,80.1966723,UPHC126,13,177,Adambakkam 2,"Urban Primary Health Centre, Adambakkam 2, 153; TNHB 3Rd St; Adambakkam; Chennai  88",12.9874863,80.2045919,1292.563843
S13-177-4,Ambedkar Nagar,Tenable,177,3344,13437,13,"Ambedkar Nagar, Ward 177, ADYAR, Chennai, Tamil Nadu, India",12.984479,80.2047014,UPHC126,13,177,Adambakkam 2,"Urban Primary Health Centre, Adambakkam 2, 153; TNHB 3Rd St; Adambakkam; Chennai  88",12.9874863,80.2045919,463.1008349
S13-177-16,ASK Nagar,Tenable,177,149,489,13,"ASK Nagar, Ward 177, ADYAR, Chennai, Tamil Nadu, India",12.984479,80.2047014,UPHC126,13,177,Adambakkam 2,"Urban Primary Health Centre, Adambakkam 2, 153; TNHB 3Rd St; Adambakkam; Chennai  88",12.9874863,80.2045919,463.1008349
S13-177-37,Kakkan Nagar,Tenable,177,410,1499,13,"Kakkan Nagar, Ward 177, ADYAR, Chennai, Tamil Nadu, India",12.984479,80.2047014,UPHC126,13,177,Adambakkam 2,"Urban Primary Health Centre, Adambakkam 2, 153; TNHB 3Rd St; Adambakkam; Chennai  88",12.9874863,80.2045919,463.1008349
S13-177-77,Sasi Nagar,Tenable,177,256,932,13,"Sasi Nagar, Ward 177, ADYAR, Chennai, Tamil Nadu, India",12.984479,80.2047014,UPHC126,13,177,Adambakkam 2,"Urban Primary Health Centre, Adambakkam 2, 153; TNHB 3Rd St; Adambakkam; Chennai  88",12.9874863,80.2045919,463.1008349
S14-184-18,"Anjugam Ammaiyar Nagar, Kallukuttai Part VIII",Tenable,184,724,2619,14,"Anjugam Ammaiyar Nagar, Kallukuttai Part VIII, Ward 184, PER UNGUDI, Chennai, Tamil Nadu, India",12.9685738,80.2317828,UPHC127,13,179,Velachery,"Urban Primary Health Centre, Velachery, No2; Sevanagar; Gandhi Road; VelaChry; Chennai  42",12.9862628,80.229887,2672.192297
S14-184-17,"Nethaji Nagar,Kallukuttai Part XI",Tenable,184,88,319,14,"Nethaji Nagar,Kallukuttai Part XI, Ward 184, PER UNGUDI, Chennai, Tamil Nadu, India",12.9793768,80.2352681,UPHC127,13,179,Velachery,"Urban Primary Health Centre, Velachery, No2; Sevanagar; Gandhi Road; VelaChry; Chennai  42",12.9862628,80.229887,1193.167528
S13-179-58,New Colony,Tenable,179,60,200,13,"New Colony, Ward 179, ADYAR, Chennai, Tamil Nadu, India",12.9835275,80.2313566,UPHC127,13,179,Velachery,"Urban Primary Health Centre, Velachery, No2; Sevanagar; Gandhi Road; VelaChry; Chennai  42",12.9862628,80.229887,468.3493283
S13-178-34,Jeganathapuram,Un-Tenable,178,616,2261,13,"Jeganathapuram, Ward 178, ADYAR, Chennai, Tamil Nadu, India",12.9852406,80.2186003,UPHC127,13,179,Velachery,"Urban Primary Health Centre, Velachery, No2; Sevanagar; Gandhi Road; VelaChry; Chennai  42",12.9862628,80.229887,1583.144077
S13-178-86,Throwpathy amman koil street,Un-Tenable,178,517,1949,13,"Throwpathy amman koil street, Ward 178, ADYAR, Chennai, Tamil Nadu, India",12.9852406,80.2186003,UPHC127,13,179,Velachery,"Urban Primary Health Centre, Velachery, No2; Sevanagar; Gandhi Road; VelaChry; Chennai  42",12.9862628,80.229887,1583.144077
S13-180-33,Jayanthi Periyar Nagar MUDP,Tenable,180,686,2509,13,"Jayanthi Periyar Nagar MUDP, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.9892826,80.2526927,UPHC128,13,180,SRKV,"Urban Primary Health Centre, SRKV, Sri Ramakrishna Vivekananda 72/144; Lb Raod; Opp Thyagaraja Theatre Tiruvanmiyur; Chennai  41",12.9897984,80.2560054,565.6512105
S13-180-89,Valluvar Nagar,Tenable,180,166,599,13,"Valluvar Nagar, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.9900466,80.2540865,UPHC128,13,180,SRKV,"Urban Primary Health Centre, SRKV, Sri Ramakrishna Vivekananda 72/144; Lb Raod; Opp Thyagaraja Theatre Tiruvanmiyur; Chennai  41",12.9897984,80.2560054,429.1954129
S13-181-7,Annastreet,Tenable,181,228,834,13,"Annastreet, Ward 181, ADYAR, Chennai, Tamil Nadu, India",12.9917157,80.2627517,UPHC128,13,180,SRKV,"Urban Primary Health Centre, SRKV, Sri Ramakrishna Vivekananda 72/144; Lb Raod; Opp Thyagaraja Theatre Tiruvanmiyur; Chennai  41",12.9897984,80.2560054,986.5636007
S13-181-44,Lakshmipuram,Tenable,181,785,2931,13,"Lakshmipuram, Ward 181, ADYAR, Chennai, Tamil Nadu, India",12.9924959,80.2624489,UPHC128,13,180,SRKV,"Urban Primary Health Centre, SRKV, Sri Ramakrishna Vivekananda 72/144; Lb Raod; Opp Thyagaraja Theatre Tiruvanmiyur; Chennai  41",12.9897984,80.2560054,1043.918644
S13-181-29,Gangai Amman Koil Street,Tenable,181,115,429,13,"Gangai Amman Koil Street, Ward 181, ADYAR, Chennai, Tamil Nadu, India",12.993092,80.2611634,UPHC128,13,180,SRKV,"Urban Primary Health Centre, SRKV, Sri Ramakrishna Vivekananda 72/144; Lb Raod; Opp Thyagaraja Theatre Tiruvanmiyur; Chennai  41",12.9897984,80.2560054,940.2284574
S13-181-50,Marudheeswarar Nagar,Tenable,181,585,2094,13,"Marudheeswarar Nagar, Ward 181, ADYAR, Chennai, Tamil Nadu, India",12.9950847,80.2564172,UPHC128,13,180,SRKV,"Urban Primary Health Centre, SRKV, Sri Ramakrishna Vivekananda 72/144; Lb Raod; Opp Thyagaraja Theatre Tiruvanmiyur; Chennai  41",12.9897984,80.2560054,640.4541914
S13-180-75,Ranganathapuram,un-Tenable,180,921,3322,13,"Ranganathapuram, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.9868314,80.2537381,UPHC129,13,182,Thiruvanmiyur,"Urban Primary Health Centre, Thiruvanmiyur, No2; Kamarajar Nagar; 8Th St; Thiruvanmiyur; Chennai  41",12.9847705,80.25711,607.4542944
S13-180-76,"Ranganathapuram , Indra Nagar",Un-Tenable,180,553,2015,13,"Ranganathapuram , Indra Nagar, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.9868314,80.2537381,UPHC129,13,182,Thiruvanmiyur,"Urban Primary Health Centre, Thiruvanmiyur, No2; Kamarajar Nagar; 8Th St; Thiruvanmiyur; Chennai  41",12.9847705,80.25711,607.4542944
S14-188-32,"Madipakkam,Kulakkarai Street",Tenable,188,211,723,14,"Madipakkam,Kulakkarai Street, Ward 188, PER UNGUDI, Chennai, Tamil Nadu, India",12.9634528,80.1984325,UPHC130,14,169,Puzhuthivakkam,"Urban Primary Health Centre, Puzhuthivakkam, Ravanan Nagar 3Rd St; Puzhuthivakkam; Chennai  91",12.9714129,80.2006169,1296.333233
S15-192-2,Chinna Neelangarai Kuppam,Tenable,192,454,1329,15,"Chinna Neelangarai Kuppam, Ward 192, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9558405,80.2621005,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,1621.58709
S14-185-22,Palavakkam Colony,Tenable,185,79,287,14,"Palavakkam Colony, Ward 185, PER UNGUDI, Chennai, Tamil Nadu, India",12.9616562,80.256219,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,351.9681908
S14-184-13,Kandanchavadi Kallukutti Part X,Tenable,184,78,310,14,"Kandanchavadi Kallukutti Part X, Ward 184, PER UNGUDI, Chennai, Tamil Nadu, India",12.9658958,80.2423184,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,2356.010322
S14-183-8,Kottivakkam Kuppam,Tenable,183,275,952,14,"Kottivakkam Kuppam, Ward 183, PER UNGUDI, Chennai, Tamil Nadu, India",12.9673441,80.2640747,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,1371.089928
S14-183-3,"Kottivakkam,Anna Nagar",Tenable,183,144,487,14,"Kottivakkam,Anna Nagar, Ward 183, PER UNGUDI, Chennai, Tamil Nadu, India",12.9682126,80.2599427,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,751.1453284
S14-183-4,Kottivakkam Elango Nagar,Un-tenable,183,491,1635,14,"Kottivakkam Elango Nagar, Ward 183, PER UNGUDI, Chennai, Tamil Nadu, India",12.9682126,80.2599427,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,751.1453284
S14-183-6,Kottivakkam M.G.R.Nagar,Tenable,183,55,196,14,"Kottivakkam M.G.R.Nagar, Ward 183, PER UNGUDI, Chennai, Tamil Nadu, India",12.9682126,80.2599427,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,751.1453284
S14-183-7,Kottivakkam Vengadapuram,Tenable,183,158,519,14,"Kottivakkam Vengadapuram, Ward 183, PER UNGUDI, Chennai, Tamil Nadu, India",12.9682126,80.2599427,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,751.1453284
S14-183-5,Kottivakkam New Colony,Tenable,183,87,328,14,"Kottivakkam New Colony, Ward 183, PER UNGUDI, Chennai, Tamil Nadu, India",12.96939,80.257738,UPHC131,14,185,Pallavakkam,"Urban Primary Health Centre, Pallavakkam, East Coast Road; Palavakkam; Chennai  41",12.9646351,80.2567297,541.3652385
S14-188-26,"Madipakkam ,Thai Nagar",Tenable,188,46,176,14,"Madipakkam ,Thai Nagar, Ward 188, PER UNGUDI, Chennai, Tamil Nadu, India",12.9542438,80.2101705,UPHC132,14,188,Madipakkam,"Urban Primary Health Centre, Madipakkam, Kulakkarai St; Madipakkam; Near Bus Stand; Chennai  91",12.9634528,80.1984325,2310.853419
S14-188-33,"Mylai Balaji Nagar,Part,III,Madipakkam",Tenable,188,315,1104,14,"Mylai Balaji Nagar,Part,III,Madipakkam, Ward 188, PER UNGUDI, Chennai, Tamil Nadu, India",12.9545447,80.1933537,UPHC132,14,188,Madipakkam,"Urban Primary Health Centre, Madipakkam, Kulakkarai St; Madipakkam; Near Bus Stand; Chennai  91",12.9634528,80.1984325,1492.947148
S14-188-24,"Mylai Balaji Nagar,Part,II,Madipakkam",Tenable,188,593,2166,14,"Mylai Balaji Nagar,Part,II,Madipakkam, Ward 188, PER UNGUDI, Chennai, Tamil Nadu, India",12.9571773,80.211138,UPHC132,14,188,Madipakkam,"Urban Primary Health Centre, Madipakkam, Kulakkarai St; Madipakkam; Near Bus Stand; Chennai  91",12.9634528,80.1984325,1950.944181
S14-188-30,"Mylai Balaji Nagar,Part,IV,Madipakkam",Tenable,188,255,883,14,"Mylai Balaji Nagar,Part,IV,Madipakkam, Ward 188, PER UNGUDI, Chennai, Tamil Nadu, India",12.9571773,80.211138,UPHC132,14,188,Madipakkam,"Urban Primary Health Centre, Madipakkam, Kulakkarai St; Madipakkam; Near Bus Stand; Chennai  91",12.9634528,80.1984325,1950.944181
S14-190-37,"Pallikaranai , Bharathidasan Street , Part,I",Tenable,190,407,1548,14,"Pallikaranai , Bharathidasan Street , Part,I, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-38,"Pallikaranai , Bharathidasan Street , Part,II",Tenable,190,78,297,14,"Pallikaranai , Bharathidasan Street , Part,II, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-39,Pallikaranai,Tenable,190,90,329,14,"Pallikaranai, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-40,"Pallikaranai , Bhavaniyamman Koil Street",Un-tenable,190,167,601,14,"Pallikaranai , Bhavaniyamman Koil Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-41,"Pallikaranai ,Kamarajar Street",Un-tenable,190,66,229,14,"Pallikaranai ,Kamarajar Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-42,"Pallikaranai , Karmel Street",Un-tenable,190,97,357,14,"Pallikaranai , Karmel Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-44,"Pallikaranai , Kannapiran Koil Street",Un-tenable,190,120,89,14,"Pallikaranai , Kannapiran Koil Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-46,"Pallikaranai , Thiruvalluvar Street",Un-tenable,190,40,150,14,"Pallikaranai , Thiruvalluvar Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-47,"Pallikaranai , Imanuvel Street",Un-tenable,190,76,285,14,"Pallikaranai , Imanuvel Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-48,"Pallikaranai , Moovendar Street",Un-tenable,190,172,690,14,"Pallikaranai , Moovendar Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-49,"Pallikaranai , Kovalur Nagar",Un-tenable,190,103,384,14,"Pallikaranai , Kovalur Nagar, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-50,"Pallikaranai, Ambedkar Street",Un-tenable,190,77,290,14,"Pallikaranai, Ambedkar Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-190-51,"Pallikaranai ,Alagiri Street",Un-tenable,190,53,194,14,"Pallikaranai ,Alagiri Street, Ward 190, PER UNGUDI, Chennai, Tamil Nadu, India",12.9309949,80.20273,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,321.3991763
S14-189-36,Anna M.G.R.Nagar,Tenable,189,445,1681,14,"Anna M.G.R.Nagar, Ward 189, PER UNGUDI, Chennai, Tamil Nadu, India",12.9382664,80.2155741,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,1822.291797
S14-188-25,"Madipakkam,V.G.P Rajesh Nagar",Tenable,188,72,265,14,"Madipakkam,V.G.P Rajesh Nagar, Ward 188, PER UNGUDI, Chennai, Tamil Nadu, India",12.9452085,80.2063355,UPHC133,14,189,Pallikaranai,"Urban Primary Health Centre, Pallikaranai, No1 Thulukanathamman Main Road ; Panchayat Office ;Pallikaranai Chennai 100",12.9330883,80.204014,1686.137811
S15-198-31,Panayur Kuppam,Un-tenable,198,334,1112,15,"Panayur Kuppam, Ward 198, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.8793548,80.2164253,UPHC134,14,191,Jalladayanpet,"Urban Primary Health Centre, Jalladayanpet, No 6; Thiruvalluvar Street; Jalladayanpet; Chennai  101",12.9218188,80.2084273,6638.944306
S14-191-52,"Nesavalar nagar , Part I",Tenable,191,338,1254,14,"Nesavalar nagar , Part I, Ward 191, PER UNGUDI, Chennai, Tamil Nadu, India",12.9133137,80.1997109,UPHC134,14,191,Jalladayanpet,"Urban Primary Health Centre, Jalladayanpet, No 6; Thiruvalluvar Street; Jalladayanpet; Chennai  101",12.9218188,80.2084273,2363.117207
S14-191-55,"Nesavalar Nagar Part,II",Tenable,191,96,350,14,"Nesavalar Nagar Part,II, Ward 191, PER UNGUDI, Chennai, Tamil Nadu, India",12.9133137,80.1997109,UPHC134,14,191,Jalladayanpet,"Urban Primary Health Centre, Jalladayanpet, No 6; Thiruvalluvar Street; Jalladayanpet; Chennai  101",12.9218188,80.2084273,2363.117207
S14-191-56,Anchaneyar Nagar,Tenable,191,289,1078,14,"Anchaneyar Nagar, Ward 191, PER UNGUDI, Chennai, Tamil Nadu, India",12.9214643,80.2053879,UPHC134,14,191,Jalladayanpet,"Urban Primary Health Centre, Jalladayanpet, No 6; Thiruvalluvar Street; Jalladayanpet; Chennai  101",12.9218188,80.2084273,1176.66939
S14-191-57,Krishna Nagar,Tenable,191,35,123,14,"Krishna Nagar, Ward 191, PER UNGUDI, Chennai, Tamil Nadu, India",12.9231206,80.2083613,UPHC134,14,191,Jalladayanpet,"Urban Primary Health Centre, Jalladayanpet, No 6; Thiruvalluvar Street; Jalladayanpet; Chennai  101",12.9218188,80.2084273,169.671195
S15-199-33,Uthandi,Tenable,199,380,1384,15,"Uthandi, Ward 199, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.8693359,80.2435124,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,8459.948689
S15-199-34,Uthandi Colony,Tenable,199,52,192,15,"Uthandi Colony, Ward 199, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.8693359,80.2435124,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,8459.948689
S15-199-32,Nainar Kuppam,Un-tenable,199,368,1268,15,"Nainar Kuppam, Ward 199, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.8742342,80.24492,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,8046.27193
S15-198-30,Akkarai,Tenable,198,42,140,15,"Akkarai, Ward 198, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9025794,80.2464401,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,5001.981354
S15-196-18,Bethel Nagar,Un-tenable,196,1540,5757,15,"Bethel Nagar, Ward 196, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9224949,80.2453748,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,3095.285281
S15-196-20,Vettuvankani,Tenable,196,110,437,15,"Vettuvankani, Ward 196, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.937137,80.2565256,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,776.8764573
S15-192-3,Periya Neelangarai Kuppam,Tenable,192,257,796,15,"Periya Neelangarai Kuppam, Ward 192, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9415091,80.2593131,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,666.2295249
S15-192-5,"Neelangarai ,Bharathiyar Nagar",Tenable,192,533,1905,15,"Neelangarai ,Bharathiyar Nagar, Ward 192, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9464389,80.2485111,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,1119.942583
S15-192-4,"Neelangarai,Rajendran Nagar",Tenable,192,328,1238,15,"Neelangarai,Rajendran Nagar, Ward 192, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9491687,80.2545891,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,1044.994358
S15-192-1,"Neelangarai,Mettu Colony",Un-tenable,192,67,204,15,"Neelangarai,Mettu Colony, Ward 192, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9492127,80.2546826,UPHC135,15,192,Neelangarai,"Urban Primary Health Centre, Neelangarai, 2 5; Kalaingar Karunanithi Main St; Kabaliswar Nagar; Neelangarai; Chennai  115",12.9423296,80.2555534,1029.531051
S15-195-15,"Thuraipakkam ,Nehru Nagar",Tenable,195,145,508,15,"Thuraipakkam ,Nehru Nagar, Ward 195, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9304537,80.2300401,UPHC136,15,193,Thuraipakkam,"Urban Primary Health Centre, Thuraipakkam, Govt Phc; Rajiv Gandhi Salai; Panchayat Office Campus; Okkiyam Thoraipakkam, Chennai  97",12.9372322,80.2345242,1070.956193
S15-197-25,"Karapakkam, kadumbadi Nayakar Street",Tenable,197,79,263,15,"Karapakkam, kadumbadi Nayakar Street, Ward 197, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.8961034,80.2307602,UPHC137,15,195,Kannagi Nagar,"Urban Primary Health Centre, Kannagi Nagar, Near Kannagi Nagar Amma Unavagam Kannakinagar; 2Nd Main Road; Okkiyam Thoraipakkam; Chennai  97",12.9265528,80.2397989,4807.702233
S15-197-24,"Solingahanallur,Grama Nedunsalai",Tenable,197,58,180,15,"Solingahanallur,Grama Nedunsalai, Ward 197, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9009877,80.2279301,UPHC137,15,195,Kannagi Nagar,"Urban Primary Health Centre, Kannagi Nagar, Near Kannagi Nagar Amma Unavagam Kannakinagar; 2Nd Main Road; Okkiyam Thoraipakkam; Chennai  97",12.9265528,80.2397989,3975.187669
S15-197-23,"Solingahanallur,Nehru Street",Tenable,197,39,116,15,"Solingahanallur,Nehru Street, Ward 197, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9088931,80.2317031,UPHC137,15,195,Kannagi Nagar,"Urban Primary Health Centre, Kannagi Nagar, Near Kannagi Nagar Amma Unavagam Kannakinagar; 2Nd Main Road; Okkiyam Thoraipakkam; Chennai  97",12.9265528,80.2397989,3427.272005
S15-197-22,"Solingahanallur,Gandhi Street",Tenable,197,44,129,15,"Solingahanallur,Gandhi Street, Ward 197, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9116356,80.2311675,UPHC137,15,195,Kannagi Nagar,"Urban Primary Health Centre, Kannagi Nagar, Near Kannagi Nagar Amma Unavagam Kannakinagar; 2Nd Main Road; Okkiyam Thoraipakkam; Chennai  97",12.9265528,80.2397989,2954.246249
S15-197-26,"Karapakkam , Mahatma Gandhi Street",Tenable,197,23,70,15,"Karapakkam , Mahatma Gandhi Street, Ward 197, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.91349,80.229135,UPHC137,15,195,Kannagi Nagar,"Urban Primary Health Centre, Kannagi Nagar, Near Kannagi Nagar Amma Unavagam Kannakinagar; 2Nd Main Road; Okkiyam Thoraipakkam; Chennai  97",12.9265528,80.2397989,2601.931062
S15-197-27,"Karapakkam,N S.K Street",Tenable,197,24,97,15,"Karapakkam,N S.K Street, Ward 197, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.91349,80.229135,UPHC137,15,195,Kannagi Nagar,"Urban Primary Health Centre, Kannagi Nagar, Near Kannagi Nagar Amma Unavagam Kannakinagar; 2Nd Main Road; Okkiyam Thoraipakkam; Chennai  97",12.9265528,80.2397989,2601.931062
S15-197-21,Karapakkam,Tenable,197,49,178,15,"Karapakkam, Ward 197, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9190519,80.2300343,UPHC137,15,195,Kannagi Nagar,"Urban Primary Health Centre, Kannagi Nagar, Near Kannagi Nagar Amma Unavagam Kannakinagar; 2Nd Main Road; Okkiyam Thoraipakkam; Chennai  97",12.9265528,80.2397989,1959.684015
S15-195-16,"Okkiyampettai , Pillaiyar Koil Street",Tenable,195,79,280,15,"Okkiyampettai , Pillaiyar Koil Street, Ward 195, SOZHANGANALLUR, Chennai, Tamil Nadu, India",12.9239752,80.2365417,UPHC137,15,195,Kannagi Nagar,"Urban Primary Health Centre, Kannagi Nagar, Near Kannagi Nagar Amma Unavagam Kannakinagar; 2Nd Main Road; Okkiyam Thoraipakkam; Chennai  97",12.9265528,80.2397989,892.9283597
